영문공항명,한글공항명,공항코드1(IATA),한글국가명
Evansville Regional Airport,에반스빌 공항,EVV,미국
Evelio Javier Airport,에벨리오 하비에르 공항,EUQ,필리핀
Ewer Airport,이워 공항,EWE,인도네시아
Excursion Inlet Seaplane Base,Excursion 입구 해저면 기지,EXI,미국
Exeter International Airport,엑서터 국제 공항,EXT,영국
Exuma International Airport,엑수마 국제 공항,GGT,바하마
Ezhou Huahu Airport,어저우 화후 공항,EHU,중국
F. D. Roosevelt Airport,F.D. 루즈벨트 공항,EUX,네덜란드령 카리브
Faa'a International Airport,파아 국제 공항,PPT,프랑스령 폴리네시아
Faaite Airport,파이테 공항,FAC,프랑스령 폴리네시아
Fabio Alberto Leon Bentley Airport,파비오 알베르토 레온 벤틀리 공항,MVP,콜롬비아
Fagali'i Airport,파갈리 공항,FGI,사모아
Fagernes Airport Leirin,레이린 공항,VDB,노르웨이
Fahud Airport,파후드 공항,FAU,오만
Fair Isle Airport,페어 아일 공항,FIE,영국
Fairbanks International Airport,페어뱅크스 국제 공항,FAI,미국
Fairchild Air Force Base,페어차일드 공군기지,SKA,미국
Faisalabad International Airport,파이살라바드 국제 공항,LYP,파키스탄
Fakahina Airport,파카히나 공항,FHZ,프랑스령 폴리네시아
Fakarava Airport,파카라바 공항,FAV,프랑스령 폴리네시아
Fakfak Torea Airport,팍팍 토레아 공항,FKQ,인도네시아
Falam Surbung Airport,팔람 수르붕 공항,SRU,미얀마
Falcone Borsellino Airport,팔코네 보르셀리노 공항,PMO,이탈리아
Faleolo International Airport,팔레올로 국제 공항,APW,사모아
Falgunand Sukilumba Airport,팔군드 수킬룸바 공항,n/a,네팔
Falls International Airport,폴스 국제 공항,INL,미국
False Pass Airport,폴스 패스 공항,KFP,미국
Fane Airport,페네 공항,FNE,파푸아뉴기니
Fangatau Airport,팡가타우 공항,FGU,프랑스령 폴리네시아
FAP Captain Carlos MartInez de Pinillos International Airport,카피탄 FAP 카를로스 마르티네즈 데 피닐로스 공항,TRU,페루
FAP Captain David Abensur Rengifo International Airport,카피탄 롤덴 공항,PCL,페루
FAP Captain Guillermo Concha Iberico International Airport,카피탄 FAP 길레르모 콘i 이베리코 공항,PIU,페루
FAP Captain Jose Abelardo Quinones Gonzalez International Airport,커널 루이즈 공항,CIX,페루
Farafangana Airport,파라팡가나 공항,RVA,마다가스카르
Farah Airport,파라 공항,FAH,아프가니스탄
Faranah Airport,파라나 공항,FAA,기니
Faresmaathodaa Airport,파레스마토다 공항,FMT,몰디브
Farnborough Airport,판버러 공항,FAB,영국
Faro Airport,파로 공항,FAO,포르투갈
Farrukhabad Airport,파루카바드 공항,n/a,인도
Fasa Airport,파사 공항,FAZ,이란
Fascene Airport,파신 공항,NOS,마다가스카르
Fatmawati Soekarno Airport,파트마와티 수카르노 공항,BKS,인도네시아
Faya Largeau Airport,파야 라조 공항,FYT,차드
Fayetteville Regional Airport,페이엇빌 리저널 공항,FAY,미국
Fayzabad Airport,파이자바드 공항,FBD,아프가니스탄
Federico Fellini International Airport,페데리코 펠리니 국제 공항,RMI,이탈리아
Federico GarcIa Lorca Airport,페데리코 가르시아 로르카 공항,GRX,스페인
Feira de Santana Airport,페이라 데 산타나 공항,FEC,브라질
Felix Houphouet Boigny Airport,펠릭스 우푸에 부아니 공항,ABJ,코트디부아르
Felts Field,펠츠 필드,SFF,미국
Fengning Airport,펑닝 공항,n/a,중국
Fera Airport,페라 공항,FRE,솔로몬 제도
Ferdinand Lumban Tobing Airport,페르디난드 룸반 토빙 공항,FLZ,인도네시아
Fergana International Airport,페르가나 국제 공항,FEG,우즈베키스탄
Fernando de Noronha Airport,페르난도 데 노로냐 공항,FEN,브라질
Fernando Luis Ribas Dominicci Airport,페르난도 루이스 리바스 도미니치 공항,SIG,푸에르토리코
Fes Saiss Airport,페스 사이스 공항,FEZ,모로코
Fianarantsoa Airport,피아나란초아 공항,WFI,마다가스카르
Figari Sud Corse Airport,피가리 수드 코르세 공항,FSC,프랑스
Fishermans Bay/LPS Seaplane Base,피셔맨스 베이/LPS 수상비행기 기지,LPS,미국
Fitiuta Airport,피티우타 공항,FTI,아메리칸 사모아
Fitzroy Crossing Airport,피츠로이 크로싱 공항,FIZ,오스트레일리아
Flagstaff Pulliam Airport,플래그스태프 풀리엄 공항,FLG,미국
Flamingo International Airport,플라밍고 국제 공항,BON,네덜란드령 카리브
Flin Flon Airport,플린 플론 공항,YFO,캐나다
Flinders Island Airport,플린더스 아일랜드 공항,FLS,오스트레일리아
Florence Airport Peretola,피렌체 공항 페레톨라,FLR,이탈리아
Florence Regional Airport,피렌체 공항,FLO,미국
Flores Airport,플로레스 공항,FLW,포르투갈
Florida Keys Marathon Airport,플로리다 키스 마라톤 공항,MTH,미국
Floro Airport,플로로 공항,FRO,노르웨이
Flughafen Lahr ,라르 공항,LHA,독일
Foggia Airport,포지아 공항,FOG,이탈리아
Fond du Lac Airport,퐁뒤락 공항,ZFD,캐나다
Fonte Boa Airport,폰테 보아 공항,FBA,브라질
Ford Airport,포드 공항,IMT,미국
Forde Airport Bringeland,브린절랜드 공항,FDE,노르웨이
Forli International Airport,포를리 국제공항,FRL,이탈리아
Formosa International Airport,포르모사 국제공항,FMA,아르헨티나
Fort Albany Airport,포트 알바니 공항,YFA,캐나다
Fort Chipewyan Airport,포트 치페위안 공항,YPY,캐나다
Fort Collins Loveland Municipal Airport,포트콜린스 러브랜드 공항,FNL,미국
Fort Dodge Regional Airport,포트닷지 공항,FOD,미국
Fort Frances Municipal Airport,포트 프란시스 공항,YAG,캐나다
Fort Good Hope Airport,포트 굿 호프 공항,YGH,캐나다
Fort Hope Airport,포트 호프 공항,YFH,캐나다
Fort Lauderdale Executive Airport,포트로더데일 이그제큐티브 공항,FXE,미국
Fort Lauderdale Hollywood International Airport,포트로더데일 할리우드 국제공항,FLL,미국
Fort McMurray International Airport,포트 맥머리 국제 공항,YMM,캐나다
Fort McPherson Airport,포트 맥퍼슨 공항,ZFM,캐나다
Fort Resolution Airport,포트 레졸루션 공항,YFR,캐나다
Fort Severn Airport,포트 세번 공항,YER,캐나다
Fort Simpson Airport,포트 심슨 공항,YFS,캐나다
Fort Smith Airport,포트 스미스 공항,YSM,캐나다
Fort Smith Regional Airport,포트 스미스 공항,FSM,미국
Fort St. John Airport,포트세인트존 공항,YXJ,캐나다
Fort Valley Federal International Airport,포트 밸리 연방 국제 공항,LMM,멕시코
Fort Wayne International Airport,포트 웨인 국제 공항,FWA,미국
Fort Worth Alliance Airport,포트워스 얼라이언스 공항,AFW,미국
Fort Worth Meacham International Airport,포트워스 미컴 국제공항,FTW,미국
Fort Yukon Airport,포트 유콘 공항,FYU,미국
Fortescue Dave Forrest Airport,포테스큐 데이브 포레스트 공항,KFE,오스트레일리아
Foshan Shadi Airport,포산 샤디 공항,FUO,중국
Foula Airfield,풀라 비행장,FOA,영국
Four Corners Regional Airport,포코너스 공항,FMN,미국
Foya Airport,포야 공항,FOY,라이베리아
Foz do Iguacu International Airport,포스두이구아수 국제공항,IGU,브라질
Franca Airport,프랑카 공항,FRC,브라질
Franceville/Mvengue Airport,프랑스빌 므벤그 공항,MVB,가봉
Francisco alvares de Assis Airport,프란시스코 알바레스 데 아시스 공항,JDF,브라질
Francisco B. Reyes Airport,프란시스코 B. 레예스 공항,USU,필리핀
Francisco Bangoy International Airport,프란시스코 방고이 국제공항,DVO,필리핀
Francisco Beltrao Airport,프란시스코 벨트랑 공항,FBE,브라질
Francisco Carle Airport,프란시스코 칼레 공항,JAU,페루
Francisco Correa da Cruz Airport,프란시스코 코레아 다 크루즈 공항,HUW,브라질
Francisco de Orellana Airport,프란시스코 데 오렐라나 공항,OCC,에콰도르
Francisco de Sa Carneiro Airport,프란시스코 데 사 카르네이루 공항,OPO,포르투갈
Francisco Sarabia International Airport,프란시스코 사라비아 국제공항,TRC,멕시코
Francistown Airport,프랜시스타운 공항,FRW,보츠와나
Franjo Tuđman Airport,플레소 공항,ZAG,크로아티아
Frank Miloye Milenkowichi MarIlia State Airport,프랭크 밀로예 밀렌코비치 마릴리아 공항,MII,브라질
Frank PaIs Airport,프랭크 파이스 공항,HOG,쿠바
Frankfurt Airport,프랑크푸르트 공항,FRA,독일
Frankfurt Hahn Airport,프랑크푸르트 한 공항,HHN,독일
Frans Kaisiepo Airport,프란스 카이시에포 공항,BIK,인도네시아
Frans Sales Lega Airport,프란스 살레 레가 공항,RTG,인도네시아
Frans Seda Airport,프란스 세다 공항,MOF,인도네시아
Fredericton International Airport,프레더릭턴 국제 공항,YFC,캐나다
Fresno Yosemite International Airport,프레즈노 요세미티 국제 공항,FAT,미국
Friday Harbor Airport,프라이데이 하버 공항,FRD,미국
Friday Harbor Seaplane Base,프라이데이 하버 수상비행기 기지,FBS,미국
Friedman Memorial Airport,프리드먼 메모리얼 공항,SUN,미국
Friedrichshafen Airport,프리드리히스하펜 공항,FDH,독일
Fuaamotu International Airport,푸아모투 국제공항,TBU,통가
Fuerte Olimpo Airport,푸에르테 올림포 공항,OLK,파라과이
Fuerteventura Airport,푸에르테벤투라 공항,FUE,스페인
Fujairah International Airport,푸자이라 국제 공항,FJR,아랍에미레이트
Fukue Airport,후쿠에 공항,FUJ,일본
Fukuoka Airport,후쿠오카 공항,FUK,일본
Fukushima Airport,후쿠시마 공항,FKS,일본
Fulton County Airport,풀턴 카운티 공항,FTY,미국
Funadhoo Airport,푸나드후 공항,FND,몰디브
Funafuti International Airport,푸나푸티 국제공항,FUN,투발루
Futuna Airport,푸투나 공항,FTA,바누아투
Fuvahmulah Airport,푸바물라 공항,FVM,몰디브
Fuyang Xiguan Airport,푸양 시관 공항,FUG,중국
Fuyuan Dongji Airport,푸위안 둥지 공항,FYJ,중국
Fuyun Koktokay Airport,푸윈 콕토케이 공항,FYN,중국
Fuzhou Changle International Airport,푸저우 창러 국제공항,FOC,중국
Fuzuli International Airport,푸쭈리 국제공항,FZL,아제르바이잔
Gabes Matmata International Airport,가베스 마트마타 국제공항,GAE,튀니지
Gabriel Vargas Santos Airport,가브리엘 바르가스 산토스 공항,TME,콜롬비아
Gachsaran Airport,가흐사란 공항,GCH,이란
Gafsa Ksar International Airport,가프사 크사르 국제공항,GAF,튀니지
Gaggal Airport,개갈 공항,DHM,인도
Gainesville Regional Airport,게인즈빌 공항,GNV,미국
GAllivare Airport,옐리바레 공항,GEV,스웨덴
Galway Airport,골웨이 공항,GWY,아일랜드
Gamar Malamo Airport,가마르 말라모 공항,GLX,인도네시아
Gamba Airport,감바 공항,GAX,가봉
Gambela Airport,감벨라 공항,GMB,이디오피아
Gambell Airport,갬벨 공항,GAM,미국
Gan International Airport,간 국제 공항,GAN,몰디브
Gander International Airport,갠더 국제공항,YQX,캐나다
Ganges Water Aerodrome,갠지스 수상 비행장,YGG,캐나다
Ganja International Airport,간자 국제 공항,GNJ,아제르바이잔
Gannan Xiahe Airport,간난 샤허 공항,GXH,중국
Ganzhou Huangjin Airport,간저우 황진 공항,KOW,중국
Ganzhou Ruijin Airport,간저우 루이진 공항,JRJ,중국
Gao International Airport,가오 국제공항,GAQ,말리
Garachine Airport,가라치네 공항,GHE,파나마
Gardabya Airport,가르다비아 공항,SRX,리비아
Garden City Regional Airport,가든 시티 공항,GCK,미국
Garden Point Airport,가든 포인트 공항,GPN,오스트레일리아
Garissa Airport,가리사 공항,GAS,케냐
Garoua International Airport,가루아 국제 공항,GOU,카메룬
Garowe International Airport,가로웨 국제공항,GGR,소말리아
Gary/Chicago International Airport,게리/시카고 국제공항,GYY,미국
Garze Gesar Airport,가르제 게사르 공항,GZG,중국
Gatineau Ottawa Executive Airport,가티노 오타와 이그제큐티브 공항,YND,캐나다
Gatokae Aerodrome,가토카에 비행장,GTA,솔로몬 제도
Gatwick Airport,개트윅 공항,LGW,영국
Gaua Airport,가우아 공항,ZGU,바누아투
Gautam Buddha Airport,고탐 부다 공항,BWA,네팔
Gaya Airport,가야 공항,GAY,인도
Gaziantep Oguzeli International Airport,가지안테프 오우젤리 국제공항,GZT,터키
GazipaSa Alanya Airport,가지파샤 알란야 공항,GZP,터키
Gdansk Lech WaLesa Airport,그단스크 레흐 바웬사 공항,GDN,폴란드
Gdynia Kosakowo Airport,그디니아 코사코보 공항,n/a,폴란드
Geita Airport,게이타 공항,GIT,탄자니아
Gelendzhik Airport,겔렌지크 공항,GDZ,러시아
Gelephu Airport,겔레푸 공항,GLU,부탄
Gemena Airport,게메나 공항,GMA,콩고 민주공화국
Geneina Airport,제네나 공항,EGN,수단
General Bernardo O'Higgins Airport,제너럴 베르나르도 오이긴스 공항,YAI,칠레
General Enrique Mosconi International Airport,제너럴 엔리케 모스코니 국제공항,CRD,아르헨티나
General Francisco J. Mujica International Airport,제너럴 프란시스코 J. 무히카 국제공항,MLM,멕시코
General Francisco Javier Mina International Airport,제너럴 프란시스코 하비에르 미나 국제공항,TAM,멕시코
General Guadalupe Victoria International Airport,제너럴 과달루페 빅토리아 국제공항,DGO,멕시코
General Heriberto Jara International Airport,헤네랄 헤리베르토 자라 국제공항,VER,멕시코
General Ignacio Pesqueira GarcIa International Airport,제너럴 이그나시오 페스케이라 가르시아 국제공항,HMO,멕시코
General Jose Antonio Anzoategui International Airport,제너럴 호세 안토니오 안조아테구이 국제공항,BLA,베네수엘라
General Jose MarIa Yanez International Airport,제너럴 호세 마리아 야녜스 국제공항,GYM,멕시코
General Justo Jose de Urquiza Airport,제너럴 후스토 호세 데 우르키사 공항,PRA,아르헨티나
General Leite de Castro Airport,제너럴 레이테 데 카스트로 공항,RVD,브라질
General Leobardo C. Ruiz International Airport,제너럴 레오바르도 C. 루이즈 국제공항,ZCL,멕시코
General Lucio Blanco International Airport,제너럴 루시오 블랑코 국제공항,REX,멕시코
General Mariano Escobedo International Airport,제너럴 마리아노 에스코베도 국제 공항,MTY,멕시코
General Mariano Matamoros Airport,제너럴 마리아노 마타모로스 공항,CVJ,멕시코
General Pedro J. Mendez International Airport,제너럴 페드로 J. 멘데스 국제공항,CVM,멕시코
General Pico Airport,제너럴 피코 공항,GPO,아르헨티나
General Rafael Buelna International Airport,제너럴 라파엘 부엘나 국제공항,MZT,멕시코
General Roberto Fierro Villalobos International Airport,제너럴 로베르토 피에로 빌라로보스 국제공항,CUU,멕시코
General Rodolfo Sanchez Taboada International Airport,제너럴 로돌포 산체스 타보아다 국제공항,MXL,멕시코
General Santos International Airport,제너럴 산토스 국제공항,GES,필리핀
General Servando Canales International Airport,제너럴 세르반도 카날레스 국제공항,MAM,멕시코
General Soedirman Airport,제너럴 수디르만 공항,PWL,인도네시아
General Ulpiano Paez Airport,제너럴 울피아노 파에즈 공항,SNC,에콰도르
General Wayne A. Downing Peoria International Airport,제너럴 웨인 A. 다우닝 피오리아 국제공항,PIA,미국
Geneva Airport,제네바 공항,GVA,스위스
Genoa Cristoforo Colombo Airport,제노아 크리스토포로 콜롬보 공항,GOA,이탈리아
George Airport,조지 공항,GRJ,남아프리카
